Nro.,Cargo,Sexo,Edad,Facultad,Mejores características,Importancia,Beneficios,EUCALIPTO,SAUCE COMÚN ,TUYA,PALMA DATILERA,GUARARO,LUMA,MORERA,CEIBO,CEDRO ,AGUACATE ,ARABISCO ,GUABA,NÍSPERO ,PALMA ORNAMENTAL ,GUAYACÁN ,HIBISCUS ,SICOMORO,ARAUCARIA,HIGUERA,TILO,GUATO,POMARROSA,ARRAYÁN,PUMAMAQUI ,CEDRO COLORADO , CALISTEMO O CEPILLO ROJO,SWARTZIA,ROMERILLO,DURAZNO,ACACIA BLANCA, TECOMA,MAGNOLIA,SAUCE PIRAMIDAL,GUALLAG O GUAYALO,FRESNO,PINO,COCO NEGRO, SANGUILAMO,LEUCAENA,SECOYA,CIPRÉ,ARUPO ,CAPULÍ ,NOGAL,FICUS RETUSA,NANUME,CIPRÉ,CASUARINA,ALISO,CIPRÉ,PROSOPIS,FAIQUE,PALMA FÉNIX,SOLANUM,CHIRIMOYA,TORONCHE
387,Estudiante,Mujer,19,Facultad de la Salud Humana,"Hojas, Flores, Frutos",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Producen oxígeno",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
388,Estudiante,Mujer,20,"Facultad de la Educación, el Arte y la Comunicación","Hojas, Corteza",5,"Dan sombra y regulan la temperatura, Producen oxígeno, Refugio de vida silvestre",3,5,5,4,3,5,5,5,5,5,4,2,5,5,2,2,4,5,5,4,5,5,3,4,5,4,4,4,4,5,5,4,3,5,5,5,3,5,5,3,4,5,5,4,3,4,4,5,5,4,5,4,4,4,3,4
389,Estudiante,Hombre,20,Educación a Distancia,"Forma de la copa, Flores, Tronco",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Colectan las partículas del aire contaminado",4,4,3,5,3,5,3,3,4,4,4,3,4,5,3,5,3,5,3,4,3,3,4,5,3,5,3,4,5,5,5,5,3,3,4,5,4,3,4,5,4,3,3,3,4,2,2,2,2,3,4,4,4,2,2,2
390,Estudiante,Hombre,21,"Facultad Jurídica, Social y Administrativa","Forma de la copa, Hojas, Tronco",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Refugio de vida silvestre",2,5,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,5,2,0,0,0,4,1,2,5,5,1,2,2,1,4,5,1,5,4,1,1,1,5,5,3,5,1,1,1,4,5,2,3,2,0,0,2,4,0
391,Docente,Mujer,55,"Facultad de la Educación, el Arte y la Comunicación","Forma de la copa, Flores, Frutos",4,"Embellecen el lugar, Producen oxígeno, Reducen la erosión",4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,4,4,5,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,4,4,4,4,4,5,4,3,3,5,4,4,5
392,Estudiante,Hombre,19,"Facultad Jurídica, Social y Administrativa","Forma de la copa, Hojas, Frutos",5,"Embellecen el lugar, Colectan las partículas del aire contaminado, Producen oxígeno",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,5,4,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
393,Docente,Mujer,20,"Facultad de la Educación, el Arte y la Comunicación","Hojas, Flores, Frutos",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Producen oxígeno",5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,5,5,5,5,5
394,Estudiante,Hombre,54,Educación a Distancia,"Forma de la copa, Flores",3,"Embellecen el lugar, Dan sombra y regulan la temperatura, Producen oxígeno",0,3,3,2,3,3,4,4,2,2,4,2,2,3,4,3,3,4,3,4,2,3,3,4,2,4,3,4,3,4,4,4,4,4,4,3,3,3,3,4,4,3,2,3,4,4,3,1,2,3,3,2,4,1,2,2
395,Estudiante,Mujer,20,"Facultad de la Educación, el Arte y la Comunicación","Flores, Frutos",5,"Embellecen el lugar, Producen oxígeno",5,4,5,5,5,3,5,4,3,5,5,5,5,5,5,5,5,5,2,3,2,3,3,3,5,5,2,5,5,5,5,5,4,3,3,5,5,3,2,5,5,5,2,5,5,5,5,3,4,5,5,5,5,4,5,5
396,Estudiante,Mujer,32,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores, Corteza",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura",5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5
397,Estudiante,Mujer,25,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores, Frutos",5,"Dan sombra y regulan la temperatura, Producen oxígeno, Refugio de vida silvestre",3,4,5,4,4,4,4,4,5,5,4,5,5,4,5,4,4,5,5,5,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,5,5,4,5,5,4,4,5,4,4,4,4,4,5,4,4,5,4,4,5,5
398,Estudiante,Hombre,23,"Facultad de la Energía, las Industrias y los Recursos Naturales no Renovables","Flores, Corteza, Tronco",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura",4,5,5,5,4,3,4,5,3,4,5,5,4,5,4,3,4,5,3,4,2,4,5,2,5,5,4,5,4,4,3,3,3,4,4,5,5,4,4,5,5,4,4,1,1,1,5,5,4,5,5,3,5,3,3,4
399,Estudiante,Mujer,20,Facultad Agropecuaria y de Recursos Naturales Renovables,"Flores, Corteza",5,"Dan sombra y regulan la temperatura, Colectan las partículas del aire contaminado",4,4,3,5,4,4,2,3,4,5,4,2,5,5,3,4,4,5,2,3,3,4,4,5,5,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,5,5,4,3,3,5,5,4,4,4,3,5,5,2,4
400,Estudiante,Mujer,18,"Facultad Jurídica, Social y Administrativa","Hojas, Flores, Tronco",5,"Producen oxígeno, Reducen la erosión, Refugio de vida silvestre",5,5,5,4,4,5,5,4,5,5,4,4,4,5,4,5,4,5,5,5,3,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,3
401,Estudiante,Hombre,20,Facultad Agropecuaria y de Recursos Naturales Renovables,"Hojas, Frutos, Tronco",5,"Dan sombra y regulan la temperatura, Almacenan carbono, Producen oxígeno",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4
402,Estudiante,Hombre,20,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura",1,3,2,0,3,2,2,0,2,3,2,1,4,1,3,2,1,2,2,1,2,2,4,5,3,1,3,1,1,1,2,1,0,1,1,0,1,2,1,3,4,2,2,1,3,0,0,1,2,2,1,4,1,1,1,0
403,Estudiante,Mujer,22,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Hojas, Tronco",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Refugio de vida silvestre",5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,4,4,5,4,4,5,5,5,5,4,4,5
404,Estudiante,Mujer,21,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Hojas, Flores",4,"Colectan las partículas del aire contaminado, Producen oxígeno, Reducen la erosión",5,4,5,1,3,3,5,4,5,3,4,5,5,1,5,4,5,5,4,4,3,5,5,5,4,4,5,3,4,5,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,3,5,3,5,5,3,5,2,3,3,3
405,Estudiante,Hombre,24,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Colectan las partículas del aire contaminado",5,4,4,4,5,5,5,4,5,5,5,4,4,4,5,4,4,5,4,4,5,5,5,5,5,5,4,5,5,4,5,4,5,4,4,4,5,5,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4,4,5,4
406,Estudiante,Hombre,25,Facultad Agropecuaria y de Recursos Naturales Renovables,"Hojas, Flores, Frutos",5,"Dan sombra y regulan la temperatura, Producen oxígeno, Refugio de vida silvestre",4,4,4,1,3,4,5,3,4,5,5,4,5,2,5,3,2,4,1,4,3,3,3,5,4,4,3,4,5,2,3,3,4,2,4,4,4,5,4,5,4,5,3,3,2,0,4,4,4,3,3,4,2,4,5,2
407,Estudiante,Mujer,20,Facultad Agropecuaria y de Recursos Naturales Renovables,"Hojas, Flores, Frutos",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Producen oxígeno",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
408,Estudiante,Hombre,23,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores, Frutos",4,"Embellecen el lugar, Dan sombra y regulan la temperatura, Producen oxígeno",4,3,4,3,4,4,5,3,5,4,5,5,5,3,5,4,5,5,4,3,4,4,5,3,5,5,3,5,5,3,3,4,4,5,4,3,4,3,3,5,5,5,5,5,3,5,3,2,4,3,3,5,4,3,5,3
409,Estudiante,Mujer,23,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Producen oxígeno",4,4,5,5,5,4,5,5,4,4,5,5,4,5,5,4,5,5,5,2,4,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,3,5,4
410,Estudiante,Hombre,28,"Facultad de la Energía, las Industrias y los Recursos Naturales no Renovables","Forma de la copa, Flores, Tronco",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Almacenan carbono",5,2,0,1,3,2,3,2,1,1,2,1,1,3,2,3,1,1,2,2,2,1,1,1,1,3,1,3,0,2,2,0,2,1,2,3,1,1,3,1,2,2,0,2,0,1,3,2,3,1,3,4,3,1,1,1
411,Estudiante,Mujer,21,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Producen oxígeno",5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5
412,Estudiante,Hombre,21,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Almacenan carbono, Producen oxígeno",4,3,3,4,4,4,4,4,5,4,5,4,5,5,5,5,4,5,5,4,4,4,5,5,4,5,4,4,5,3,4,5,3,4,4,4,4,4,4,5,5,4,4,5,4,3,4,3,4,5,4,4,5,3,5,3
413,Estudiante,Mujer,21,Facultad Agropecuaria y de Recursos Naturales Renovables,"Hojas, Flores, Frutos",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Producen oxígeno",3,2,4,3,3,3,5,4,4,4,5,4,5,3,5,5,3,5,4,3,3,3,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,2,3,4,5,3,4,3,2,3,3,3,2,3,2,3,3,3,4
414,Estudiante,Mujer,21,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Producen oxígeno, Refugio de vida silvestre",4,3,4,5,4,4,4,4,5,4,4,5,5,5,5,4,3,5,3,3,4,4,4,3,5,4,3,4,4,3,4,4,4,3,3,4,5,3,4,5,4,5,4,5,3,3,3,4,4,3,4,4,5,3,5,4
415,Estudiante,Mujer,22,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores, Tronco",3,"Dan sombra y regulan la temperatura, Almacenan carbono, Producen oxígeno",5,4,4,3,4,4,5,4,4,5,4,4,5,3,5,4,5,5,3,4,2,3,5,5,3,2,3,3,4,4,4,4,3,4,3,4,4,2,4,5,5,3,4,5,4,5,4,3,4,4,2,4,4,2,4,2
416,Estudiante,Hombre,26,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores, Tronco",5,"Embellecen el lugar, Almacenan carbono, Producen oxígeno",4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
417,Estudiante,Hombre,26,Educación a Distancia,Frutos,5,Embellecen el lugar,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
418,Docente,Hombre,56,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Producen oxígeno",0,2,4,5,5,3,3,4,3,2,4,3,3,5,5,4,4,4,4,3,3,3,3,3,4,5,3,4,3,3,4,5,3,5,5,0,4,3,4,3,4,5,4,4,4,3,0,0,4,0,2,3,5,3,3,2
419,Estudiante,Hombre,23,"Facultad de la Educación, el Arte y la Comunicación","Forma de la copa, Flores, Raíces",5,"Proporcionan paz y tranquilidad, Producen oxígeno, Refugio de vida silvestre",5,4,4,3,4,5,5,5,4,5,5,4,5,4,5,4,4,5,4,4,3,5,4,3,4,5,4,4,4,3,3,4,5,3,4,3,3,3,2,5,5,3,4,5,2,4,4,4,4,3,4,4,4,3,5,4
420,Estudiante,Mujer,19,"Facultad Jurídica, Social y Administrativa","Flores, Frutos, Tronco",5,"Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura, Colectan las partículas del aire contaminado",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
421,Estudiante,Hombre,23,Facultad Agropecuaria y de Recursos Naturales Renovables,"Hojas, Frutos, Tronco",5,"Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
422,Estudiante,Hombre,19,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores, Tronco",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Colectan las partículas del aire contaminado",5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
423,Estudiante,Hombre,22,Facultad Agropecuaria y de Recursos Naturales Renovables,Forma de la copa,5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Reducen la erosión",5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,4,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,3,4,4
424,Estudiante,Mujer,18,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Hojas, Flores",5,"Dan sombra y regulan la temperatura, Colectan las partículas del aire contaminado, Refugio de vida silvestre",5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
425,Estudiante,Mujer,23,Educación a Distancia,"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Producen oxígeno",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
426,Estudiante,Mujer,18,Educación a Distancia,"Forma de la copa, Flores, Frutos",5,"Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura, Refugio de vida silvestre",5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,4,5,5,4,5,5,5,5,5,4,5,4,5,4,4,4,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5
427,Estudiante,Mujer,23,Facultad Agropecuaria y de Recursos Naturales Renovables,"Hojas, Flores, Corteza",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura",4,4,4,4,4,4,3,5,5,4,5,5,5,4,5,4,4,5,3,3,4,5,5,3,5,5,4,5,2,4,5,5,5,3,5,4,4,5,4,5,5,5,4,4,4,4,5,4,3,5,5,5,4,4,5,3
428,Estudiante,Mujer,20,"Facultad de la Educación, el Arte y la Comunicación","Hojas, Flores, Tronco",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Producen oxígeno",5,5,5,5,4,3,4,4,5,5,5,3,5,4,5,5,4,5,4,5,4,4,4,4,3,5,4,5,5,5,5,5,4,4,5,5,3,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,5
429,Estudiante,Mujer,21,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Frutos, Tronco",4,"Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura, Producen oxígeno",5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
430,Administrativo,Hombre,26,Administración Central,"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura",3,2,2,5,2,3,3,5,5,4,3,3,3,5,5,3,3,5,2,3,2,2,3,3,5,3,3,1,5,3,5,5,3,5,2,3,5,2,2,5,5,2,2,2,2,2,3,2,5,3,4,3,5,1,3,2
431,Administrativo,Mujer,63,"Facultad Jurídica, Social y Administrativa",Flores,5,Producen oxígeno,3,1,4,4,3,3,1,1,2,5,3,1,2,4,1,2,3,4,2,1,3,5,4,4,4,3,2,3,5,4,4,4,5,5,4,4,4,4,4,4,4,1,4,4,4,4,4,4,5,4,3,1,4,2,4,2
432,Administrativo,Mujer,38,Posgrado (Maestrías),"Forma de la copa, Flores, Tronco",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Producen oxígeno",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
433,Administrativo,Mujer,30,Posgrado (Maestrías),"Forma de la copa, Flores, Tronco",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura",3,5,5,5,3,5,5,5,5,5,5,3,3,5,5,5,5,5,3,4,4,5,5,5,3,4,4,5,5,3,5,5,2,3,4,5,3,3,3,5,5,5,2,5,5,5,4,5,5,5,5,5,5,2,3,3
434,Docente,Mujer,41,Facultad de la Salud Humana,"Forma de la copa, Flores, Corteza",5,"Almacenan carbono, Producen oxígeno, Refugio de vida silvestre",4,5,4,4,5,4,5,4,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4
435,Estudiante,Mujer,26,"Facultad Jurídica, Social y Administrativa","Forma de la copa, Flores, Tronco",5,"Embellecen el lugar, Producen oxígeno, Refugio de vida silvestre",5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5
436,Estudiante,Mujer,24,Educación a Distancia,"Forma de la copa, Flores, Frutos",5,"Producen oxígeno, Reducen la erosión, Refugio de vida silvestre",5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5
437,Administrativo,Mujer,31,Administración Central,"Forma de la copa, Flores",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Producen oxígeno",0,2,0,0,5,5,3,2,5,4,5,5,5,0,5,5,5,0,3,5,4,5,5,5,5,3,3,3,4,1,3,5,0,4,5,0,0,5,3,0,0,5,5,5,2,2,0,0,1,0,2,3,0,3,5,2
438,Estudiante,Hombre,27,Posgrado (Maestrías),"Hojas, Flores, Frutos",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Almacenan carbono",2,5,4,4,5,5,5,4,5,4,5,3,3,4,5,3,3,5,4,4,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,5,3,4,4,4
439,Estudiante,Mujer,25,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores, Frutos",5,"Producen oxígeno, Reducen la erosión, Refugio de vida silvestre",3,4,3,4,4,5,5,5,5,4,5,3,4,3,5,4,5,4,4,3,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,2,3,4,3,4,2,5,4,5,4,4,2,4,4,2,4,3,3,5,4,5
440,Estudiante,Hombre,26,Posgrado (Maestrías),"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Producen oxígeno",3,4,4,3,4,3,4,4,5,2,5,3,4,3,5,3,3,4,2,1,2,4,4,4,5,5,3,5,4,1,5,5,1,3,2,2,4,1,0,3,3,5,2,4,4,2,2,3,3,3,3,4,2,2,3,1
441,Estudiante,Mujer,19,Educación a Distancia,"Hojas, Flores, Frutos",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Producen oxígeno",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
442,Estudiante,Hombre,25,Facultad Agropecuaria y de Recursos Naturales Renovables,Flores,5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Almacenan carbono",3,3,4,3,5,3,3,4,4,5,4,3,3,4,5,4,3,4,3,4,4,5,4,4,3,4,4,4,5,4,4,4,4,3,4,5,4,4,3,3,4,5,4,5,5,4,4,4,3,4,4,3,4,3,5,4
443,Administrativo,Hombre,55,Administración Central,"Forma de la copa, Hojas, Frutos",5,"Colectan las partículas del aire contaminado, Producen oxígeno, Refugio de vida silvestre",3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,3,3,3,4,5,5,3,4,4,3,3,4,4,4,4,4,5,3,4,4
444,Docente,Mujer,40,"Facultad de la Energía, las Industrias y los Recursos Naturales no Renovables","Forma de la copa, Flores, Tronco",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
445,Estudiante,Mujer,40,Educación a Distancia,"Forma de la copa, Frutos, Corteza",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Producen oxígeno",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
446,Estudiante,Hombre,23,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores, Corteza",4,"Embellecen el lugar, Proporcionan paz y tranquilidad, Colectan las partículas del aire contaminado",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4
447,Estudiante,Mujer,27,Posgrado (Maestrías),"Forma de la copa, Hojas, Tronco",5,"Proporcionan paz y tranquilidad, Producen oxígeno, Refugio de vida silvestre",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
448,Estudiante,Hombre,22,Educación a Distancia,"Hojas, Flores, Frutos",5,"Embellecen el lugar, Dan sombra y regulan la temperatura, Producen oxígeno",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
449,Trabajador,Hombre,52,Facultad Agropecuaria y de Recursos Naturales Renovables,"Forma de la copa, Flores, Frutos",5,"Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura, Producen oxígeno",3,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,4,4,4,4,5,5,5,4,4,4,4,5,4,4,5,4,4,5,5
450,Estudiante,Hombre,26,Posgrado (Maestrías),"Forma de la copa, Hojas, Flores",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Dan sombra y regulan la temperatura",4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,4,5,5,4,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,4,5,5,5,3,5,4
451,Estudiante,Hombre,18,"Facultad Jurídica, Social y Administrativa","Hojas, Frutos, Tronco",2,"Producen oxígeno, Reducen la erosión, Refugio de vida silvestre",4,2,2,2,2,3,2,2,3,5,3,2,2,2,3,2,2,2,3,3,3,3,3,3,2,3,3,2,4,3,3,3,3,3,3,5,2,3,3,2,3,3,3,5,4,4,2,3,2,2,2,2,2,3,3,3
452,Estudiante,Mujer,19,"Facultad Jurídica, Social y Administrativa","Forma de la copa, Flores, Frutos",5,"Embellecen el lugar, Proporcionan paz y tranquilidad, Colectan las partículas del aire contaminado",4,5,5,5,4,4,4,4,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,4,5,5,4,5,4,5,5
453,Estudiante,Hombre,27,Facultad Agropecuaria y de Recursos Naturales Renovables,"Hojas, Flores, Frutos",5,"Dan sombra y regulan la temperatura, Reducen la erosión, Refugio de vida silvestre",5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,2,4,5,5,5,5,5,4,2,5,4,4,5,5,5,5,5
